ENSG00000005981	ENSG00000005981
ENSG00000005981	ENSG00000196372
ENSG00000005981	ENSG00000161664
ENSG00000005981	ENSG00000182177
ENSG00000005981	ENSG00000115239
ENSG00000005981	ENSG00000065802
ENSG00000005981	ENSG00000100628
ENSG00000005981	ENSG00000177981
ENSG00000005981	ENSG00000102048
ENSG00000005981	ENSG00000165192
ENSG00000005981	ENSG00000164122
ENSG00000005981	ENSG00000239388
ENSG00000005981	ENSG00000146809
ENSG00000005981	ENSG00000148331
ENSG00000005981	ENSG00000198881
ENSG00000005981	ENSG00000183475
ENSG00000005981	ENSG00000146926
ENSG00000104611	ENSG00000104611
ENSG00000147475	ENSG00000147475
ENSG00000212993	ENSG00000212993
ENSG00000212993	ENSG00000204531
ENSG00000212993	ENSG00000137709
ENSG00000170619	ENSG00000170619
ENSG00000221829	ENSG00000221829
ENSG00000197969	ENSG00000197969
ENSG00000197969	ENSG00000129003
ENSG00000136874	ENSG00000136874
ENSG00000136942	ENSG00000136942
ENSG00000136827	ENSG00000136827
ENSG00000176248	ENSG00000176248
ENSG00000238196	ENSG00000238196
ENSG00000169895	ENSG00000169895
ENSG00000015285	ENSG00000015285
ENSG00000015285	ENSG00000106299
ENSG00000188706	ENSG00000188706
ENSG00000162413	ENSG00000162413
ENSG00000162413	ENSG00000076321
ENSG00000162413	ENSG00000079999
ENSG00000162413	ENSG00000146021
ENSG00000162413	ENSG00000109466
ENSG00000162413	ENSG00000117153
ENSG00000162413	ENSG00000183655
ENSG00000162413	ENSG00000109790
ENSG00000162413	ENSG00000261609
ENSG00000162413	ENSG00000116679
ENSG00000162413	ENSG00000163376
ENSG00000162413	ENSG00000165572
ENSG00000162413	ENSG00000120696
ENSG00000162413	ENSG00000122550
ENSG00000162413	ENSG00000198642
ENSG00000162413	ENSG00000003096
ENSG00000162413	ENSG00000234438
ENSG00000162413	ENSG00000099910
ENSG00000162413	ENSG00000178502
ENSG00000162413	ENSG00000197705
ENSG00000162413	ENSG00000239474
ENSG00000162413	ENSG00000087448
ENSG00000130695	ENSG00000130695
ENSG00000155366	ENSG00000155366
ENSG00000155366	ENSG00000143878
ENSG00000155366	ENSG00000067560
ENSG00000155366	ENSG00000139725
ENSG00000155366	ENSG00000104140
ENSG00000155366	ENSG00000173156
ENSG00000155366	ENSG00000169750
ENSG00000155366	ENSG00000177105
ENSG00000155366	ENSG00000126785
ENSG00000155366	ENSG00000119729
ENSG00000155366	ENSG00000070831
ENSG00000155366	ENSG00000116574
ENSG00000155366	ENSG00000136238
ENSG00000155366	ENSG00000128340
ENSG00000155366	ENSG00000172602
ENSG00000155366	ENSG00000123892
ENSG00000155366	ENSG00000118508
ENSG00000155366	ENSG00000117280
ENSG00000155366	ENSG00000132341
ENSG00000155366	ENSG00000134533
ENSG00000155366	ENSG00000168421
ENSG00000155366	ENSG00000075785
ENSG00000155366	ENSG00000168461
ENSG00000155366	ENSG00000169228
ENSG00000155366	ENSG00000152932
ENSG00000155366	ENSG00000169213
ENSG00000155366	ENSG00000105649
ENSG00000155366	ENSG00000206418
ENSG00000155366	ENSG00000167461
ENSG00000155366	ENSG00000174903
ENSG00000155366	ENSG00000138069
ENSG00000155366	ENSG00000143545
ENSG00000155366	ENSG00000084733
ENSG00000155366	ENSG00000175582
ENSG00000155366	ENSG00000147127
ENSG00000155366	ENSG00000154917
ENSG00000155366	ENSG00000222014
ENSG00000155366	ENSG00000233087
ENSG00000155366	ENSG00000103769
ENSG00000155366	ENSG00000185236
ENSG00000155366	ENSG00000069974
ENSG00000155366	ENSG00000111737
ENSG00000155366	ENSG00000179331
ENSG00000155366	ENSG00000168118
ENSG00000155366	ENSG00000104388
ENSG00000155366	ENSG00000119396
ENSG00000155366	ENSG00000123570
ENSG00000155366	ENSG00000123595
ENSG00000155366	ENSG00000112210
ENSG00000155366	ENSG00000116473
ENSG00000155366	ENSG00000181467
ENSG00000155366	ENSG00000127314
ENSG00000155366	ENSG00000125249
ENSG00000155366	ENSG00000123728
ENSG00000155366	ENSG00000133703
ENSG00000155366	ENSG00000174775
ENSG00000155366	ENSG00000144566
ENSG00000155366	ENSG00000099246
ENSG00000155366	ENSG00000080371
ENSG00000155366	ENSG00000106615
ENSG00000143412	ENSG00000143412
ENSG00000143412	ENSG00000182718
ENSG00000143412	ENSG00000138279
ENSG00000143412	ENSG00000265190
ENSG00000143412	ENSG00000135046
ENSG00000143412	ENSG00000122359
ENSG00000143412	ENSG00000164111
ENSG00000143412	ENSG00000138772
ENSG00000027869	ENSG00000027869
ENSG00000111335	ENSG00000111335
ENSG00000111335	ENSG00000111331
ENSG00000130779	ENSG00000130779
ENSG00000102531	ENSG00000102531
ENSG00000100644	ENSG00000100644
ENSG00000100644	ENSG00000116016
ENSG00000100644	ENSG00000124440
ENSG00000165417	ENSG00000165417
ENSG00000126215	ENSG00000126215
ENSG00000126215	ENSG00000108384
ENSG00000104081	ENSG00000104081
ENSG00000140279	ENSG00000140279
ENSG00000166797	ENSG00000166797
ENSG00000166797	ENSG00000166595
ENSG00000103653	ENSG00000103653
ENSG00000103653	ENSG00000007264
ENSG00000103653	ENSG00000101213
ENSG00000103653	ENSG00000125508
ENSG00000103653	ENSG00000115085
ENSG00000103653	ENSG00000165025
ENSG00000103653	ENSG00000254087
ENSG00000103653	ENSG00000101336
ENSG00000103653	ENSG00000182866
ENSG00000103653	ENSG00000010810
ENSG00000103653	ENSG00000111816
ENSG00000103653	ENSG00000136573
ENSG00000103653	ENSG00000176105
ENSG00000103653	ENSG00000000938
ENSG00000103653	ENSG00000197122
ENSG00000103653	ENSG00000135605
ENSG00000103653	ENSG00000113263
ENSG00000103653	ENSG00000010671
ENSG00000103653	ENSG00000102010
ENSG00000162066	ENSG00000162066
ENSG00000103381	ENSG00000103381
ENSG00000013364	ENSG00000013364
ENSG00000083799	ENSG00000083799
ENSG00000265690	ENSG00000265690
ENSG00000103035	ENSG00000103035
ENSG00000103035	ENSG00000168090
ENSG00000103035	ENSG00000175390
ENSG00000161955	ENSG00000161955
ENSG00000141027	ENSG00000141027
ENSG00000131748	ENSG00000131748
ENSG00000188554	ENSG00000188554
ENSG00000170703	ENSG00000170703
ENSG00000108479	ENSG00000108479
ENSG00000108479	ENSG00000156958
ENSG00000108479	ENSG00000110921
ENSG00000167302	ENSG00000167302
ENSG00000265681	ENSG00000265681
ENSG00000141759	ENSG00000141759
ENSG00000141759	ENSG00000140830
ENSG00000167658	ENSG00000167658
ENSG00000167658	ENSG00000108883
ENSG00000127452	ENSG00000127452
ENSG00000105137	ENSG00000105137
ENSG00000005007	ENSG00000005007
ENSG00000167644	ENSG00000167644
ENSG00000079435	ENSG00000079435
ENSG00000142544	ENSG00000142544
ENSG00000172059	ENSG00000172059
ENSG00000084693	ENSG00000084693
ENSG00000171132	ENSG00000171132
ENSG00000171132	ENSG00000027075
ENSG00000171132	ENSG00000065675
ENSG00000171132	ENSG00000126583
ENSG00000171132	ENSG00000067606
ENSG00000171132	ENSG00000163558
ENSG00000171132	ENSG00000163932
ENSG00000171132	ENSG00000166501
ENSG00000171132	ENSG00000154229
ENSG00000171132	ENSG00000184304
ENSG00000171132	ENSG00000115825
ENSG00000171132	ENSG00000105287
ENSG00000163541	ENSG00000163541
ENSG00000144061	ENSG00000144061
ENSG00000115919	ENSG00000115919
ENSG00000128656	ENSG00000128656
ENSG00000128656	ENSG00000106069
ENSG00000135912	ENSG00000135912
ENSG00000101367	ENSG00000101367
ENSG00000025772	ENSG00000025772
ENSG00000160218	ENSG00000160218
ENSG00000128342	ENSG00000128342
ENSG00000100162	ENSG00000100162
ENSG00000214021	ENSG00000214021
ENSG00000144747	ENSG00000144747
ENSG00000173226	ENSG00000173226
ENSG00000081307	ENSG00000081307
ENSG00000113790	ENSG00000113790
ENSG00000159733	ENSG00000159733
ENSG00000002549	ENSG00000002549
ENSG00000145241	ENSG00000145241
ENSG00000138646	ENSG00000138646
ENSG00000138646	ENSG00000138641
ENSG00000138646	ENSG00000138642
ENSG00000138646	ENSG00000148634
ENSG00000145362	ENSG00000145362
ENSG00000145362	ENSG00000151150
ENSG00000198589	ENSG00000198589
ENSG00000198589	ENSG00000172915
ENSG00000063438	ENSG00000063438
ENSG00000063438	ENSG00000286169
ENSG00000067248	ENSG00000067248
ENSG00000067248	ENSG00000132153
ENSG00000067248	ENSG00000174953
ENSG00000067248	ENSG00000135829
ENSG00000171530	ENSG00000171530
ENSG00000171444	ENSG00000171444
ENSG00000170469	ENSG00000170469
ENSG00000145901	ENSG00000145901
ENSG00000074317	ENSG00000074317
ENSG00000074317	ENSG00000145335
ENSG00000259040	ENSG00000259040
ENSG00000259040	ENSG00000188428
ENSG00000044090	ENSG00000044090
ENSG00000044090	ENSG00000112659
ENSG00000156535	ENSG00000156535
ENSG00000156535	ENSG00000175899
ENSG00000009844	ENSG00000009844
ENSG00000136243	ENSG00000136243
ENSG00000106608	ENSG00000106608
ENSG00000155229	ENSG00000155229
ENSG00000108039	ENSG00000108039
ENSG00000203780	ENSG00000203780
ENSG00000165923	ENSG00000165923
ENSG00000165923	ENSG00000146856
ENSG00000175334	ENSG00000175334
ENSG00000033327	ENSG00000033327
ENSG00000033327	ENSG00000109458
ENSG00000150764	ENSG00000150764
ENSG00000110063	ENSG00000110063
ENSG00000087494	ENSG00000087494
ENSG00000161800	ENSG00000161800
ENSG00000076108	ENSG00000076108
ENSG00000111581	ENSG00000111581
ENSG00000111647	ENSG00000111647
ENSG00000089053	ENSG00000089053
ENSG00000150457	ENSG00000150457
ENSG00000150457	ENSG00000131023
ENSG00000083635	ENSG00000083635
ENSG00000179933	ENSG00000179933
ENSG00000151332	ENSG00000151332
ENSG00000100567	ENSG00000100567
ENSG00000100567	ENSG00000129084
ENSG00000100567	ENSG00000101182
ENSG00000100567	ENSG00000154611
ENSG00000100567	ENSG00000143106
ENSG00000100567	ENSG00000041357
ENSG00000100567	ENSG00000106588
ENSG00000100567	ENSG00000100902
ENSG00000156381	ENSG00000156381
ENSG00000215252	ENSG00000215252
ENSG00000215252	ENSG00000175265
ENSG00000128915	ENSG00000128915
ENSG00000166192	ENSG00000166192
ENSG00000172349	ENSG00000172349
ENSG00000168488	ENSG00000168488
ENSG00000168488	ENSG00000204842
ENSG00000135720	ENSG00000135720
ENSG00000135720	ENSG00000144635
ENSG00000103264	ENSG00000103264
ENSG00000213977	ENSG00000213977
ENSG00000274211	ENSG00000274211
ENSG00000186860	ENSG00000186860
ENSG00000167861	ENSG00000167861
ENSG00000167291	ENSG00000167291
ENSG00000198081	ENSG00000198081
ENSG00000078142	ENSG00000078142
ENSG00000141665	ENSG00000141665
ENSG00000172009	ENSG00000172009
ENSG00000181029	ENSG00000181029
ENSG00000075702	ENSG00000075702
ENSG00000160007	ENSG00000160007
ENSG00000160007	ENSG00000100852
ENSG00000104946	ENSG00000104946
ENSG00000171863	ENSG00000171863
ENSG00000162882	ENSG00000162882
ENSG00000119844	ENSG00000119844
ENSG00000114993	ENSG00000114993
ENSG00000115602	ENSG00000115602
ENSG00000173272	ENSG00000173272
ENSG00000173272	ENSG00000152082
ENSG00000115827	ENSG00000115827
ENSG00000163466	ENSG00000163466
ENSG00000271303	ENSG00000271303
ENSG00000170191	ENSG00000170191
ENSG00000156239	ENSG00000156239
ENSG00000160200	ENSG00000160200
ENSG00000160299	ENSG00000160299
ENSG00000160299	ENSG00000127914
ENSG00000167037	ENSG00000167037
ENSG00000128309	ENSG00000128309
ENSG00000100412	ENSG00000100412
ENSG00000100412	ENSG00000122729
ENSG00000100412	ENSG00000136381
ENSG00000174748	ENSG00000174748
ENSG00000163818	ENSG00000163818
ENSG00000114353	ENSG00000114353
ENSG00000114353	ENSG00000087460
ENSG00000114353	ENSG00000120063
ENSG00000114353	ENSG00000128266
ENSG00000114353	ENSG00000114349
ENSG00000168306	ENSG00000168306
ENSG00000168306	ENSG00000161533
ENSG00000168306	ENSG00000087008
ENSG00000163389	ENSG00000163389
ENSG00000163389	ENSG00000134901
ENSG00000114654	ENSG00000114654
ENSG00000082996	ENSG00000082996
ENSG00000168993	ENSG00000168993
ENSG00000168993	ENSG00000145920
ENSG00000090989	ENSG00000090989
ENSG00000122779	ENSG00000122779
ENSG00000167034	ENSG00000167034
ENSG00000167034	ENSG00000120149
ENSG00000131203	ENSG00000131203
ENSG00000131203	ENSG00000188676
ENSG00000104450	ENSG00000104450
ENSG00000196092	ENSG00000196092
ENSG00000136810	ENSG00000136810
ENSG00000160563	ENSG00000160563
ENSG00000226618	ENSG00000226618
ENSG00000226618	ENSG00000225748
ENSG00000226618	ENSG00000204469
ENSG00000226618	ENSG00000206427
ENSG00000226618	ENSG00000231370
ENSG00000226618	ENSG00000117523
ENSG00000169093	ENSG00000169093
ENSG00000187690	ENSG00000187690
ENSG00000184481	ENSG00000184481
ENSG00000184481	ENSG00000150907
ENSG00000184481	ENSG00000118689
ENSG00000129682	ENSG00000129682
ENSG00000160049	ENSG00000160049
ENSG00000158825	ENSG00000158825
ENSG00000198492	ENSG00000198492
ENSG00000198492	ENSG00000185728
ENSG00000116954	ENSG00000116954
ENSG00000116954	ENSG00000025039
ENSG00000085832	ENSG00000085832
ENSG00000085832	ENSG00000127527
ENSG00000154007	ENSG00000154007
ENSG00000121957	ENSG00000121957
ENSG00000134253	ENSG00000134253
ENSG00000143442	ENSG00000143442
ENSG00000177954	ENSG00000177954
ENSG00000177954	ENSG00000185088
ENSG00000215845	ENSG00000215845
ENSG00000120341	ENSG00000120341
ENSG00000143851	ENSG00000143851
ENSG00000186197	ENSG00000186197
ENSG00000099250	ENSG00000099250
ENSG00000107719	ENSG00000107719
ENSG00000196072	ENSG00000196072
ENSG00000148832	ENSG00000148832
ENSG00000148832	ENSG00000088826
ENSG00000148832	ENSG00000189221
ENSG00000170242	ENSG00000170242
ENSG00000135387	ENSG00000135387
ENSG00000135387	ENSG00000110888
ENSG00000110042	ENSG00000110042
ENSG00000110042	ENSG00000135144
ENSG00000166004	ENSG00000166004
ENSG00000110244	ENSG00000110244
ENSG00000111276	ENSG00000111276
ENSG00000139131	ENSG00000139131
ENSG00000123395	ENSG00000123395
ENSG00000205352	ENSG00000205352
ENSG00000175197	ENSG00000175197
ENSG00000184445	ENSG00000184445
ENSG00000102547	ENSG00000102547
ENSG00000102547	ENSG00000135932
ENSG00000165506	ENSG00000165506
ENSG00000140022	ENSG00000140022
ENSG00000156970	ENSG00000156970
ENSG00000156970	ENSG00000169679
ENSG00000140274	ENSG00000140274
ENSG00000028528	ENSG00000028528
ENSG00000213578	ENSG00000213578
ENSG00000166503	ENSG00000166503
ENSG00000140694	ENSG00000140694
ENSG00000103460	ENSG00000103460
ENSG00000140939	ENSG00000140939
ENSG00000168404	ENSG00000168404
ENSG00000161960	ENSG00000161960
ENSG00000161960	ENSG00000156976
ENSG00000161960	ENSG00000141543
ENSG00000161960	ENSG00000184735
ENSG00000161960	ENSG00000183258
ENSG00000161960	ENSG00000067048
ENSG00000161960	ENSG00000215301
ENSG00000161960	ENSG00000198231
ENSG00000161960	ENSG00000165732
ENSG00000161960	ENSG00000110367
ENSG00000161960	ENSG00000111364
ENSG00000161960	ENSG00000182810
ENSG00000166582	ENSG00000166582
ENSG00000173991	ENSG00000173991
ENSG00000136436	ENSG00000136436
ENSG00000092929	ENSG00000092929
ENSG00000092929	ENSG00000007516
ENSG00000092929	ENSG00000198722
ENSG00000187566	ENSG00000187566
ENSG00000204498	ENSG00000204498
ENSG00000124762	ENSG00000124762
ENSG00000014123	ENSG00000014123
ENSG00000131016	ENSG00000131016
ENSG00000132434	ENSG00000132434
ENSG00000106459	ENSG00000106459
ENSG00000196511	ENSG00000196511
ENSG00000038945	ENSG00000038945
ENSG00000197892	ENSG00000197892
ENSG00000137574	ENSG00000137574
ENSG00000205038	ENSG00000205038
ENSG00000185122	ENSG00000185122
ENSG00000119138	ENSG00000119138
ENSG00000136842	ENSG00000136842
ENSG00000136848	ENSG00000136848
ENSG00000136848	ENSG00000075391
ENSG00000136848	ENSG00000197283
ENSG00000107021	ENSG00000107021
ENSG00000196642	ENSG00000196642
ENSG00000276876	ENSG00000276876
ENSG00000276876	ENSG00000196132
ENSG00000046647	ENSG00000046647
ENSG00000130988	ENSG00000130988
ENSG00000288217	ENSG00000288217
ENSG00000288217	ENSG00000139197
ENSG00000189266	ENSG00000189266
ENSG00000134684	ENSG00000134684
ENSG00000178028	ENSG00000178028
ENSG00000177606	ENSG00000177606
ENSG00000162645	ENSG00000162645
ENSG00000162645	ENSG00000117226
ENSG00000162645	ENSG00000117228
ENSG00000162645	ENSG00000162654
ENSG00000162777	ENSG00000162777
ENSG00000162777	ENSG00000119522
ENSG00000162777	ENSG00000205744
ENSG00000162777	ENSG00000213047
ENSG00000131778	ENSG00000131778
ENSG00000241794	ENSG00000241794
ENSG00000241794	ENSG00000163216
ENSG00000241794	ENSG00000196805
ENSG00000241794	ENSG00000203785
ENSG00000241794	ENSG00000244094
ENSG00000241794	ENSG00000159516
ENSG00000241794	ENSG00000169469
ENSG00000241794	ENSG00000169474
ENSG00000160783	ENSG00000160783
ENSG00000143228	ENSG00000143228
ENSG00000154358	ENSG00000154358
ENSG00000153207	ENSG00000153207
ENSG00000122952	ENSG00000122952
ENSG00000107882	ENSG00000107882
ENSG00000129167	ENSG00000129167
ENSG00000129167	ENSG00000139287
ENSG00000129167	ENSG00000180176
ENSG00000129167	ENSG00000171759
ENSG00000180423	ENSG00000180423
ENSG00000124942	ENSG00000124942
ENSG00000149798	ENSG00000149798
ENSG00000149798	ENSG00000167617
ENSG00000149798	ENSG00000163171
ENSG00000110711	ENSG00000110711
ENSG00000110711	ENSG00000129221
ENSG00000166439	ENSG00000166439
ENSG00000111665	ENSG00000111665
ENSG00000111713	ENSG00000111713
ENSG00000111713	ENSG00000104812
ENSG00000065357	ENSG00000065357
ENSG00000065357	ENSG00000058866
ENSG00000065357	ENSG00000077044
ENSG00000065357	ENSG00000153933
ENSG00000065357	ENSG00000145214
ENSG00000184752	ENSG00000184752
ENSG00000196510	ENSG00000196510
ENSG00000111725	ENSG00000111725
ENSG00000111725	ENSG00000131791
ENSG00000090615	ENSG00000090615
ENSG00000179636	ENSG00000179636
ENSG00000179636	ENSG00000171368
ENSG00000092140	ENSG00000092140
ENSG00000100526	ENSG00000100526
ENSG00000100697	ENSG00000100697
ENSG00000114062	ENSG00000114062
ENSG00000103978	ENSG00000103978
ENSG00000103978	ENSG00000153214
ENSG00000174442	ENSG00000174442
ENSG00000197299	ENSG00000197299
ENSG00000007520	ENSG00000007520
ENSG00000102858	ENSG00000102858
ENSG00000099364	ENSG00000099364
ENSG00000140853	ENSG00000140853
ENSG00000132603	ENSG00000132603
ENSG00000135698	ENSG00000135698
ENSG00000167716	ENSG00000167716
ENSG00000141485	ENSG00000141485
ENSG00000178921	ENSG00000178921
ENSG00000102349	ENSG00000102349
ENSG00000102349	ENSG00000118922
ENSG00000125356	ENSG00000125356
ENSG00000169598	ENSG00000169598
ENSG00000162493	ENSG00000162493
ENSG00000117308	ENSG00000117308
ENSG00000173406	ENSG00000173406
ENSG00000173406	ENSG00000153071
ENSG00000254726	ENSG00000254726
ENSG00000254726	ENSG00000183496
ENSG00000117143	ENSG00000117143
ENSG00000143344	ENSG00000143344
ENSG00000143344	ENSG00000160271
ENSG00000035687	ENSG00000035687
ENSG00000035687	ENSG00000185100
ENSG00000107611	ENSG00000107611
ENSG00000099290	ENSG00000099290
ENSG00000099290	ENSG00000172661
ENSG00000107874	ENSG00000107874
ENSG00000120008	ENSG00000120008
ENSG00000177595	ENSG00000177595
ENSG00000188162	ENSG00000188162
ENSG00000149091	ENSG00000149091
ENSG00000149091	ENSG00000157680
ENSG00000149503	ENSG00000149503
ENSG00000168014	ENSG00000168014
ENSG00000204403	ENSG00000204403
ENSG00000110395	ENSG00000110395
ENSG00000110395	ENSG00000114423
ENSG00000052126	ENSG00000052126
ENSG00000052126	ENSG00000166689
ENSG00000169372	ENSG00000169372
ENSG00000139433	ENSG00000139433
ENSG00000139433	ENSG00000224051
ENSG00000139433	ENSG00000182327
ENSG00000111707	ENSG00000111707
ENSG00000136122	ENSG00000136122
ENSG00000254585	ENSG00000254585
ENSG00000167202	ENSG00000167202
ENSG00000167202	ENSG00000095383
ENSG00000140575	ENSG00000140575
ENSG00000140575	ENSG00000145703
ENSG00000140575	ENSG00000183856
ENSG00000103423	ENSG00000103423
ENSG00000132600	ENSG00000132600
ENSG00000153815	ENSG00000153815
ENSG00000174238	ENSG00000174238
ENSG00000174238	ENSG00000154217
ENSG00000198920	ENSG00000198920
ENSG00000196544	ENSG00000196544
ENSG00000240445	ENSG00000240445
ENSG00000172301	ENSG00000172301
ENSG00000094804	ENSG00000094804
ENSG00000006062	ENSG00000006062
ENSG00000070495	ENSG00000070495
ENSG00000141580	ENSG00000141580
ENSG00000141580	ENSG00000157954
ENSG00000141580	ENSG00000070540
ENSG00000141580	ENSG00000196998
ENSG00000101782	ENSG00000101782
ENSG00000101782	ENSG00000124784
ENSG00000074695	ENSG00000074695
ENSG00000160953	ENSG00000160953
ENSG00000105426	ENSG00000105426
ENSG00000130158	ENSG00000130158
ENSG00000130158	ENSG00000147251
ENSG00000130158	ENSG00000135905
ENSG00000130158	ENSG00000107099
ENSG00000141971	ENSG00000141971
ENSG00000141971	ENSG00000196814
ENSG00000105186	ENSG00000105186
ENSG00000128016	ENSG00000128016
ENSG00000128016	ENSG00000185650
ENSG00000108107	ENSG00000108107
ENSG00000158125	ENSG00000158125
ENSG00000158125	ENSG00000138356
ENSG00000138035	ENSG00000138035
ENSG00000124357	ENSG00000124357
ENSG00000163126	ENSG00000163126
ENSG00000163126	ENSG00000148677
ENSG00000163126	ENSG00000165887
ENSG00000136536	ENSG00000136536
ENSG00000144401	ENSG00000144401
ENSG00000144401	ENSG00000139780
ENSG00000144401	ENSG00000100483
ENSG00000144401	ENSG00000123427
ENSG00000155816	ENSG00000155816
ENSG00000166295	ENSG00000166295
ENSG00000138182	ENSG00000138182
ENSG00000107829	ENSG00000107829
ENSG00000107829	ENSG00000132004
ENSG00000107829	ENSG00000072803
ENSG00000107829	ENSG00000166167
ENSG00000188316	ENSG00000188316
ENSG00000185627	ENSG00000185627
ENSG00000110442	ENSG00000110442
ENSG00000162144	ENSG00000162144
ENSG00000160654	ENSG00000160654
ENSG00000111224	ENSG00000111224
ENSG00000084463	ENSG00000084463
ENSG00000015153	ENSG00000015153
ENSG00000012822	ENSG00000012822
ENSG00000240771	ENSG00000240771
ENSG00000139220	ENSG00000139220
ENSG00000139220	ENSG00000143847
ENSG00000139220	ENSG00000177380
ENSG00000139220	ENSG00000131626
ENSG00000111785	ENSG00000111785
ENSG00000183955	ENSG00000183955
ENSG00000122025	ENSG00000122025
ENSG00000136114	ENSG00000136114
ENSG00000100485	ENSG00000100485
ENSG00000100485	ENSG00000115904
ENSG00000198668	ENSG00000198668
ENSG00000198668	ENSG00000168530
ENSG00000198668	ENSG00000160808
ENSG00000198668	ENSG00000196465
ENSG00000198668	ENSG00000198336
ENSG00000198668	ENSG00000092841
ENSG00000198668	ENSG00000105507
ENSG00000198668	ENSG00000101470
ENSG00000198668	ENSG00000114854
ENSG00000198668	ENSG00000147400
ENSG00000198668	ENSG00000101608
ENSG00000198668	ENSG00000101335
ENSG00000198668	ENSG00000118680
ENSG00000198668	ENSG00000215375
ENSG00000198668	ENSG00000106631
ENSG00000198668	ENSG00000180209
ENSG00000198668	ENSG00000106436
ENSG00000198668	ENSG00000111245
ENSG00000090487	ENSG00000090487
ENSG00000140400	ENSG00000140400
ENSG00000127564	ENSG00000127564
ENSG00000157106	ENSG00000157106
ENSG00000102901	ENSG00000102901
ENSG00000141252	ENSG00000141252
ENSG00000167874	ENSG00000167874
ENSG00000141030	ENSG00000141030
ENSG00000108256	ENSG00000108256
ENSG00000141738	ENSG00000141738
ENSG00000141738	ENSG00000115290
ENSG00000141738	ENSG00000106070
ENSG00000180329	ENSG00000180329
ENSG00000173868	ENSG00000173868
ENSG00000101624	ENSG00000101624
ENSG00000167671	ENSG00000167671
ENSG00000178934	ENSG00000178934
ENSG00000178934	ENSG00000100097
ENSG00000178934	ENSG00000105205
ENSG00000142252	ENSG00000142252
ENSG00000088038	ENSG00000088038
ENSG00000143870	ENSG00000143870
ENSG00000115234	ENSG00000115234
ENSG00000115234	ENSG00000143376
ENSG00000116062	ENSG00000116062
ENSG00000169599	ENSG00000169599
ENSG00000132300	ENSG00000132300
ENSG00000124831	ENSG00000124831
ENSG00000101265	ENSG00000101265
ENSG00000130703	ENSG00000130703
ENSG00000099901	ENSG00000099901
ENSG00000100029	ENSG00000100029
ENSG00000184381	ENSG00000184381
ENSG00000134070	ENSG00000134070
ENSG00000134070	ENSG00000198001
ENSG00000134070	ENSG00000184216
ENSG00000163539	ENSG00000163539
ENSG00000114268	ENSG00000114268
ENSG00000114268	ENSG00000158571
ENSG00000114268	ENSG00000123836
ENSG00000114268	ENSG00000170525
ENSG00000023330	ENSG00000023330
ENSG00000083937	ENSG00000083937
ENSG00000083937	ENSG00000255112
ENSG00000083937	ENSG00000115561
ENSG00000083937	ENSG00000130724
ENSG00000138496	ENSG00000138496
ENSG00000182923	ENSG00000182923
ENSG00000196504	ENSG00000196504
ENSG00000173166	ENSG00000173166
ENSG00000116120	ENSG00000116120
ENSG00000100983	ENSG00000100983
ENSG00000101199	ENSG00000101199
ENSG00000101199	ENSG00000242247
ENSG00000101199	ENSG00000149182
ENSG00000182670	ENSG00000182670
ENSG00000184708	ENSG00000184708
ENSG00000239713	ENSG00000239713
ENSG00000154743	ENSG00000154743
ENSG00000008226	ENSG00000008226
ENSG00000178252	ENSG00000178252
ENSG00000010322	ENSG00000010322
ENSG00000036054	ENSG00000036054
ENSG00000114491	ENSG00000114491
ENSG00000114107	ENSG00000114107
ENSG00000041802	ENSG00000041802
ENSG00000197712	ENSG00000197712
ENSG00000163743	ENSG00000163743
ENSG00000052795	ENSG00000052795
ENSG00000052795	ENSG00000217128
ENSG00000154124	ENSG00000154124
ENSG00000123219	ENSG00000123219
ENSG00000152348	ENSG00000152348
ENSG00000171720	ENSG00000171720
ENSG00000171720	ENSG00000116478
ENSG00000113302	ENSG00000113302
ENSG00000137198	ENSG00000137198
ENSG00000137198	ENSG00000100938
ENSG00000146373	ENSG00000146373
ENSG00000120253	ENSG00000120253
ENSG00000198286	ENSG00000198286
ENSG00000183696	ENSG00000183696
ENSG00000183696	ENSG00000007001
ENSG00000075142	ENSG00000075142
ENSG00000075142	ENSG00000115271
ENSG00000075142	ENSG00000256812
ENSG00000075142	ENSG00000126247
ENSG00000128524	ENSG00000128524
ENSG00000106144	ENSG00000106144
ENSG00000134014	ENSG00000134014
ENSG00000023287	ENSG00000023287
ENSG00000133731	ENSG00000133731
ENSG00000133731	ENSG00000141401
ENSG00000133731	ENSG00000162813
ENSG00000133731	ENSG00000151689
ENSG00000133731	ENSG00000104331
ENSG00000178896	ENSG00000178896
ENSG00000178896	ENSG00000223496
ENSG00000178896	ENSG00000077348
ENSG00000165140	ENSG00000165140
ENSG00000165140	ENSG00000130957
ENSG00000119392	ENSG00000119392
ENSG00000187796	ENSG00000187796
ENSG00000275176	ENSG00000275176
ENSG00000275176	ENSG00000076555
ENSG00000172524	ENSG00000172524
ENSG00000123594	ENSG00000123594
ENSG00000123594	ENSG00000066427
ENSG00000124486	ENSG00000124486
ENSG00000124486	ENSG00000114374
ENSG00000124486	ENSG00000162402
ENSG00000165240	ENSG00000165240
ENSG00000198918	ENSG00000198918
ENSG00000198918	ENSG00000163923
ENSG00000285241	ENSG00000285241
ENSG00000285241	ENSG00000124253
ENSG00000285241	ENSG00000100889
ENSG00000177000	ENSG00000177000
